uid,post_body_text,primary_product,petrochemical_product,ff_infrastructure_OR_production,green_message,renewable_energy,emissions_reduction,false_solutions,recycling,green,brown,misc,url,junkipedia_url,format,platform,title,content,media,published_at,created_at,engagement,channel_name,handle,channel_url,profile_image,bio,transcript_text,channel_uid
7nU0MNdYWE0,"A lubricant’s viscosity index, or VI, is critical for high performance. Find out why. https://www.exxonmobilchemical.com/en/resources/library/library-detail/23061/synovation_basestock_viscosity_index_en?utm_source=youtube&utm_medium=social&utm_campaign=synthetics_overall&utm_content=23061",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.youtube.com/watch?v=7nU0MNdYWE0,https://www.junkipedia.org/posts/141896417,video,YouTube,Unlocking Viscosity Index: How Synthetic Base Oils Offer Temperature-Resilient Protection,"A lubricant’s viscosity index, or VI, is critical for high performance. Find out why. https://www.exxonmobilchemical.com/en/resources/library/library-detail/23061/synovation_basestock_viscosity_index_en?utm_source=youtube&utm_medium=social&utm_campaign=synthetics_overall&utm_content=23061",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUDFUUHc4PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a3f1b72a530e1566e918a44e109f4afa7ea9e7af/post-11284088-141896417-thumbnail,2023-08-03T13:45:00Z,2023-08-03T14:07:37Z,29,ExxonMobil Chemical,ExxonMobilChemical,https://www.youtube.com/channel/UCwTJmkKiK741l86GvtTUjKg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSWFPYWdJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--124370f6140ff0e402b3c8c176efb4cd33b2ed53/AMLnZu-vb2uTnCWpx1mrjZ6thHNQvcVfBSsk8cJzWGi-=s88-c-k-c0x00ffffff-no-rj,ExxonMobil Chemical is one of the largest chemical companies worldwide. Our mission is to provide quality chemical products and services in the most efficient and responsible manner to generate outstanding customer and shareholder value while remaining committed to the principles of sustainable development.,NA,UCwTJmkKiK741l86GvtTUjKg
Q0DH7v7ypdI,Owners of heavy-duty vehicles are switching from mineral to synthetic lubricants. Learn why. https://www.exxonmobilchemical.com/en/resources/library/library-detail/3971/synovation_video_series_synthetics_heavy_duty_vehicles_en?utm_source=youtube&utm_medium=social&utm_campaign=synthetics_overall&utm_content=3971,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.youtube.com/watch?v=Q0DH7v7ypdI,https://www.junkipedia.org/posts/142454876,video,YouTube,From Conventional to Synthetic: A Revolution in Heavy Equipment Lubrication,Owners of heavy-duty vehicles are switching from mineral to synthetic lubricants. Learn why. https://www.exxonmobilchemical.com/en/resources/library/library-detail/3971/synovation_video_series_synthetics_heavy_duty_vehicles_en?utm_source=youtube&utm_medium=social&utm_campaign=synthetics_overall&utm_content=3971,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTjJvWGc4PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--31053ce88344ccf45ffd38805ace19002c9426ef/post-11284088-142454876-thumbnail,2023-08-06T13:45:03Z,2023-08-06T14:05:51Z,69,ExxonMobil Chemical,ExxonMobilChemical,https://www.youtube.com/channel/UCwTJmkKiK741l86GvtTUjKg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSWFPYWdJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--124370f6140ff0e402b3c8c176efb4cd33b2ed53/AMLnZu-vb2uTnCWpx1mrjZ6thHNQvcVfBSsk8cJzWGi-=s88-c-k-c0x00ffffff-no-rj,ExxonMobil Chemical is one of the largest chemical companies worldwide. Our mission is to provide quality chemical products and services in the most efficient and responsible manner to generate outstanding customer and shareholder value while remaining committed to the principles of sustainable development.,[Music] owners and operators of heavy duty equipment are making this switch from conventional to synthetic lubricants the main reason optimized maintenance leading to improved productivity compared to Conventional based stocks synthetics help improve wear protection at high and low temperatures heavy duty engines can last longer and run more reliably optimizing maintenance costs and protecting the investment through enhanced oxidative and thermal stability synthetic base stocks enable longer oil life reducing the frequency of equipment downtime product replacement and oil disposal synthetics also offer potential for improved fuel economy and Energy Efficiency which can add up to significant savings especially across an entire fleet designed and manufactured to handle the increasing demands of modern heavy duty equipment synthetic-based stocks can help meet new oil specifications so it's no mystery why owners and operators are switching or why synthetic-based docks help formulators achieve increased levels of lubricant performance innovate confidently foreign,UCwTJmkKiK741l86GvtTUjKg
1682063790572027920,A big thanks to Tze San Koh for sharing @ExxonMobil LNG’s insight on “The Role of LNG in Meeting Nationally Determined Contribution” at @Clublng’s #LNG2023 conference. https://t.co/7auMkz9oNy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://twitter.com/ExxonMobil_LNG/status/1682063790572027920,https://www.junkipedia.org/posts/144232199,photo,Twitter,NA,A big thanks to Tze San Koh for sharing @ExxonMobil LNG’s insight on “The Role of LNG in Meeting Nationally Determined Contribution” at @Clublng’s #LNG2023 conference. https://t.co/7auMkz9oNy,https://pbs.twimg.com/media/F1fkBjKXwAABZqO.jpg,2023-07-20T16:23:53Z,2023-08-13T00:11:03Z,156,ExxonMobil LNG,ExxonMobil_LNG,https://www.twitter.com/ExxonMobil_LNG,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSU5mSEFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ea9a0f30711353836559f9aca8bc9f8296d0c292/Sch1Qi3y_normal.jpg,"The official Twitter page of ExxonMobil LNG. Retweets, mentions and links are not endorsements.",NA,ExxonMobil_LNG
1681342468527210513,"Check out some highlights below from Andrew Barry’s speaking session at @Clublng’s #LNG2023 conference, titled, “The Interrelationship Between Geopolitics and LNG Trade Flows.” https://t.co/yYdJjvF9TN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://twitter.com/ExxonMobil_LNG/status/1681342468527210513,https://www.junkipedia.org/posts/144232215,photo,Twitter,NA,"Check out some highlights below from Andrew Barry’s speaking session at @Clublng’s #LNG2023 conference, titled, “The Interrelationship Between Geopolitics and LNG Trade Flows.” https://t.co/yYdJjvF9TN",https://pbs.twimg.com/media/F1VUCptXwBMlR3D.jpg,2023-07-18T16:37:36Z,2023-08-13T00:11:04Z,245,ExxonMobil LNG,ExxonMobil_LNG,https://www.twitter.com/ExxonMobil_LNG,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSU5mSEFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ea9a0f30711353836559f9aca8bc9f8296d0c292/Sch1Qi3y_normal.jpg,"The official Twitter page of ExxonMobil LNG. Retweets, mentions and links are not endorsements.",NA,ExxonMobil_LNG
1679193408793870336,Meet the 2023 #PowerPlayAwards judge – Alan Heng – Group CEO and member of the Management Committee for Pavilion Energy! Alan is a former judge and has 10+ years of experience in the #energy industry. https://t.co/OGshFdJhi1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://twitter.com/ExxonMobil_LNG/status/1679193408793870336,https://www.junkipedia.org/posts/144232275,photo,Twitter,NA,Meet the 2023 #PowerPlayAwards judge – Alan Heng – Group CEO and member of the Management Committee for Pavilion Energy! Alan is a former judge and has 10+ years of experience in the #energy industry. https://t.co/OGshFdJhi1,https://pbs.twimg.com/media/F02xZrtWABYjwn_.jpg,2023-07-12T18:18:01Z,2023-08-13T00:11:07Z,150,ExxonMobil LNG,ExxonMobil_LNG,https://www.twitter.com/ExxonMobil_LNG,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSU5mSEFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ea9a0f30711353836559f9aca8bc9f8296d0c292/Sch1Qi3y_normal.jpg,"The official Twitter page of ExxonMobil LNG. Retweets, mentions and links are not endorsements.",NA,ExxonMobil_LNG
1689625690423898112,ExxonMobil and Milliken partnered https://t.co/9oz8Tuhnoy to create post-consumer recycled (PCR) polypropylene (PP) to meet stiffness and strength market requirements for recycled PP products that benefit producers and converters. Read more. https://t.co/NRBd1f3by1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://twitter.com/XOM_Chemical/status/1689625690423898112,https://www.junkipedia.org/posts/144522993,video,Twitter,NA,ExxonMobil and Milliken partnered https://t.co/9oz8Tuhnoy to create post-consumer recycled (PCR) polypropylene (PP) to meet stiffness and strength market requirements for recycled PP products that benefit producers and converters. Read more. https://t.co/NRBd1f3by1,https://pbs.twimg.com/ext_tw_video_thumb/1689625648367603712/pu/img/J1xwxtifS45OnQ7O.jpg,2023-08-10T13:12:10Z,2023-08-13T04:58:10Z,239,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1687117142267924480,"Download the fact sheet to explore how ExxonMobil partnered with Reifenhäuser Reicofil to create thick and cottony-soft fabrics for hygiene products, containing certified-circular polymers leveraging Exxtend™ technology for advanced recycling. https://t.co/IEAvx8uIus https://t.co/KwzTYJhNeP",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://twitter.com/XOM_Chemical/status/1687117142267924480,https://www.junkipedia.org/posts/144523007,photo,Twitter,NA,"Download the fact sheet to explore how ExxonMobil partnered with Reifenhäuser Reicofil to create thick and cottony-soft fabrics for hygiene products, containing certified-circular polymers leveraging Exxtend™ technology for advanced recycling. https://t.co/IEAvx8uIus https://t.co/KwzTYJhNeP",https://pbs.twimg.com/media/F2nYFTubcAAyo01.jpg,2023-08-03T15:04:06Z,2023-08-13T04:58:10Z,233,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1685039304043532288,F&amp;L Asia was full of impressive content and networking opportunities. We’ve put together a montage from our experience there in Kuala Lumpur that we hope you will enjoy! https://t.co/ocQTkLYaQ6 https://t.co/GI3LLzWTRO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://twitter.com/XOM_Chemical/status/1685039304043532288,https://www.junkipedia.org/posts/144523058,video,Twitter,NA,F&amp;L Asia was full of impressive content and networking opportunities. We’ve put together a montage from our experience there in Kuala Lumpur that we hope you will enjoy! https://t.co/ocQTkLYaQ6 https://t.co/GI3LLzWTRO,https://pbs.twimg.com/ext_tw_video_thumb/1685039177836924928/pu/img/CzCXYqocY8qtBP1s.jpg,2023-07-28T21:27:31Z,2023-08-13T04:58:12Z,251,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1686754024387751936,"Our 2030 emission-reduction plans are intensity based. They focus on driving industry-leading performance while still meeting the needs of society.
  
  📉 Here's a look at our progress to date. https://t.co/TdVRqlvKdd https://t.co/sQBQAPL8L9",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://twitter.com/exxonmobil/status/1686754024387751936,https://www.junkipedia.org/posts/144530152,video,Twitter,NA,"Our 2030 emission-reduction plans are intensity based. They focus on driving industry-leading performance while still meeting the needs of society.
 
📉 Here's a look at our progress to date. https://t.co/TdVRqlvKdd https://t.co/sQBQAPL8L9",https://pbs.twimg.com/ext_tw_video_thumb/1686754001348411393/pu/img/gi7iSLAMIq1XasMT.jpg,2023-08-02T15:01:12Z,2023-08-13T05:01:22Z,5700,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1682057961211047936,"💨 wind energy is growing, and more than ever, lubricants are critical. 
  
  Because many wind farms are located in remote areas, facing extreme conditions, operators need high-performance lubricants.. 
  
  Delivering that competitive edge is our specialty.
  
 

  https://t.co/V3IO2DxGy7 https://t.co/MOLfo6pKH9",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,https://twitter.com/exxonmobil/status/1682057961211047936,https://www.junkipedia.org/posts/144530213,video,Twitter,NA,"💨 wind energy is growing, and more than ever, lubricants are critical. 
 
Because many wind farms are located in remote areas, facing extreme conditions, operators need high-performance lubricants.. 
 
Delivering that competitive edge is our specialty.

https://t.co/V3IO2DxGy7 https://t.co/MOLfo6pKH9",https://pbs.twimg.com/ext_tw_video_thumb/1682057892717813760/pu/img/kSYOo-1IgYmYiNaB.jpg,2023-07-20T16:00:43Z,2023-08-13T05:01:23Z,5080,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1691150954123427844,"ExxonMobil and Kingfa partnership helps to create tougher, stronger and safe lightweight auto parts. Read how https://t.co/7azyzBkNhk this proprietary formulation of Achieve ™ Advanced PP8285E1 uses less plastomer, has a high impact and more.
  
 

  #plastomer https://t.co/6wPf7qUeHp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://twitter.com/XOM_Chemical/status/1691150954123427844,https://www.junkipedia.org/posts/145346141,photo,Twitter,NA,"ExxonMobil and Kingfa partnership helps to create tougher, stronger and safe lightweight auto parts. Read how https://t.co/7azyzBkNhk this proprietary formulation of Achieve ™ Advanced PP8285E1 uses less plastomer, has a high impact and more.

#plastomer https://t.co/6wPf7qUeHp",https://pbs.twimg.com/media/F3gs0D6XAAYUkfQ.png,2023-08-14T18:13:02Z,2023-08-14T21:01:42Z,156,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1692210817217835050,"We're proud to announce our safety standards and work with first responders has been awarded the Norman Mineta Excellence in Transportation Safety Award from @NAofSFM.
  
 

  Training first responders on HazMat liquid and CO₂ pipelines is how we provide awareness to the community. https://t.co/E5tiNgWtU8",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://twitter.com/exxonmobil/status/1692210817217835050,https://www.junkipedia.org/posts/146116959,photo,Twitter,NA,"We're proud to announce our safety standards and work with first responders has been awarded the Norman Mineta Excellence in Transportation Safety Award from @NAofSFM.

Training first responders on HazMat liquid and CO₂ pipelines is how we provide awareness to the community. https://t.co/E5tiNgWtU8",https://pbs.twimg.com/media/F3vwxQ7XsAIeb88.jpg,2023-08-17T16:24:33Z,2023-08-18T00:09:36Z,5482,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1694009200874074234,"Carbon capture and storage could help the city of Houston achieve its goal of becoming #CarbonNeutral by 2050.
  
  Here’s how we’re working to help make this happen. 🌎 https://t.co/6nb1QphlU4 https://t.co/Tkdkz0XRmK",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://twitter.com/exxonmobil/status/1694009200874074234,https://www.junkipedia.org/posts/147160232,photo,Twitter,NA,"Carbon capture and storage could help the city of Houston achieve its goal of becoming #CarbonNeutral by 2050.
 
Here’s how we’re working to help make this happen. 🌎 https://t.co/6nb1QphlU4 https://t.co/Tkdkz0XRmK",https://pbs.twimg.com/media/F4JUZCKWwAA0vLn.jpg,2023-08-22T15:30:41Z,2023-08-22T16:32:31Z,1371,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1321848083127410690,"Tyler Baran and Tom Miller will present an overview of several mechanically recyclable, flexible packaging solutions for primary and secondary packaging. This is a short webinar providing a high-level overview of resin and package performance. https://t.co/DTw6OOjb7t https://t.co/poooCRDykt",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,https://twitter.com/XOM_Chemical/status/1321848083127410690,https://www.junkipedia.org/posts/148294587,photo,Twitter,NA,"Tyler Baran and Tom Miller will present an overview of several mechanically recyclable, flexible packaging solutions for primary and secondary packaging. This is a short webinar providing a high-level overview of resin and package performance. https://t.co/DTw6OOjb7t https://t.co/poooCRDykt",https://pbs.twimg.com/media/Elgl04aW0AAVxnb.jpg,2020-10-29T16:15:16Z,2023-08-27T03:30:33Z,4,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1697282442162213250,"📉 We are reducing our own emission intensity. And helping other industrial companies reduce theirs.
  
 

  With $17B behind our strategic #lowcarbon push from 2022 through 2027, we're meeting society’s needs as we strengthen the resiliency of our portfolio.
  
 

  https://t.co/Veov0O9RdS https://t.co/1yKP7835Ez",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://twitter.com/exxonmobil/status/1697282442162213250,https://www.junkipedia.org/posts/149660578,video,Twitter,NA,"📉 We are reducing our own emission intensity. And helping other industrial companies reduce theirs.

With $17B behind our strategic #lowcarbon push from 2022 through 2027, we're meeting society’s needs as we strengthen the resiliency of our portfolio.

https://t.co/Veov0O9RdS https://t.co/1yKP7835Ez",https://pbs.twimg.com/ext_tw_video_thumb/1697282373837000704/pu/img/6XeisMBvWQp-o-E5.jpg,2023-08-31T16:17:22Z,2023-09-02T16:01:33Z,9415,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1696896535894630616,"Take the entire global economy – and add another one. That’s our view on how global markets are likely to evolve by 2050.
  
 

  Read what Chris Birdsall, our Director of Energy and Economics, thinks about our society’s 2050 future 👉 
  https://t.co/SeGQzptTMj",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://twitter.com/exxonmobil/status/1696896535894630616,https://www.junkipedia.org/posts/149660586,link,Twitter,NA,"Take the entire global economy – and add another one. That’s our view on how global markets are likely to evolve by 2050.

Read what Chris Birdsall, our Director of Energy and Economics, thinks about our society’s 2050 future 👉 
https://t.co/SeGQzptTMj",NA,2023-08-30T14:43:55Z,2023-09-02T16:01:35Z,8299,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
1699089536708468894,"Join our medical webinar https://t.co/bkxeDXZUIp ! Discover how Vistamaxx™ performance polymers &amp; ExxonMobil™ Polypropylene can provide an exciting opportunity to explore innovative solutions that can help support your patient safety, recyclability, &amp; plastic circularity goals. https://t.co/PXKpsASQTD",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://twitter.com/XOM_Chemical/status/1699089536708468894,https://www.junkipedia.org/posts/150334468,photo,Twitter,NA,"Join our medical webinar https://t.co/bkxeDXZUIp ! Discover how Vistamaxx™ performance polymers &amp; ExxonMobil™ Polypropylene can provide an exciting opportunity to explore innovative solutions that can help support your patient safety, recyclability, &amp; plastic circularity goals. https://t.co/PXKpsASQTD",https://pbs.twimg.com/media/F5Rg6ZgWgAAz0mS.jpg,2023-09-05T15:58:07Z,2023-09-06T20:27:13Z,193,ExxonMobil Chemical,XOM_Chemical,https://www.twitter.com/XOM_Chemical,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTF2SFFJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--43875f491fc61adea5960e8b30f37e65e760fc8b/8Ykeh1ir_normal.jpg,"We provide the building blocks for products that make life better. For direct inquiries, please go to https://t.co/V8Lmr0l6yT
RT ≠ Endorsements",NA,XOM_Chemical
1699195711785668654,Looking to expand your LNG knowledge? Our own Tze San Koh and Andrew Barry will be speaking during different session at @Gastechevents today. Mark your calendars so you don’t miss them! #Gastech https://t.co/unhebaDUJN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://twitter.com/ExxonMobil_LNG/status/1699195711785668654,https://www.junkipedia.org/posts/171018988,photo,Twitter,NA,Looking to expand your LNG knowledge? Our own Tze San Koh and Andrew Barry will be speaking during different session at @Gastechevents today. Mark your calendars so you don’t miss them! #Gastech https://t.co/unhebaDUJN,https://pbs.twimg.com/media/F5Sxjw8WAAADxte.jpg,2023-09-05T23:00:01Z,2023-11-19T00:39:41Z,186,ExxonMobil Nat Gas,NA,NA,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0RGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b96e4b195a0e9d600bf206df0774ac73940798a9/Sch1Qi3y_normal.jpg,NA,NA,XOM_NatGas
1699847082775814510,"It’s essential to deploy new technologies and repurpose existing infrastructure to meet society’s #netzero goals.
  
 

  This shift can drive long-term #energy security and economic growth with fewer emissions.
  
 

  It can be done. 
  
 

  It’s being done.
  
 

  Learn more: https://t.co/xXzNzrUXgW https://t.co/YdxijhPWjo",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://twitter.com/exxonmobil/status/1699847082775814510,https://www.junkipedia.org/posts/151041386,video,Twitter,NA,"It’s essential to deploy new technologies and repurpose existing infrastructure to meet society’s #netzero goals.

This shift can drive long-term #energy security and economic growth with fewer emissions.

It can be done. 

It’s being done.

Learn more: https://t.co/xXzNzrUXgW https://t.co/YdxijhPWjo",https://pbs.twimg.com/ext_tw_video_thumb/1699847011493720064/pu/img/dNuWMozPNbO293Qc.jpg,2023-09-07T18:08:20Z,2023-09-09T12:44:09Z,6467,ExxonMobil,exxonmobil,https://www.twitter.com/exxonmobil,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNi9GVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--269dfd32638d44e34c2fd4193011e8380074bc05/YTOCYYnn_normal.jpg,Committed to responsibly meeting the world's energy needs. https://t.co/7gVWgClpKv,NA,exxonmobil
